"193","2020-04-11","1","2019-12-17 14:34:53","2019-12-17 14:34:53"
"194","2020-05-30","1","2019-12-17 14:35:20","2019-12-17 14:35:20"
"195","2020-06-13","1","2019-12-17 14:36:59","2019-12-17 14:36:59"
"196","2020-07-11","1","2019-12-17 14:37:44","2019-12-17 14:37:44"
"197","2020-08-13","1","2019-12-17 14:38:19","2019-12-17 14:38:19"
"198","2020-08-14","1","2019-12-17 14:38:36","2019-12-17 14:38:36"
"199","2020-08-15","1","2019-12-17 14:38:54","2019-12-17 14:38:54"
"200","2020-09-12","1","2019-12-17 14:39:24","2019-12-17 14:39:24"
"201","2020-10-10","1","2019-12-17 14:39:42","2019-12-17 14:39:42"
"202","2020-10-31","1","2019-12-17 14:40:00","2019-12-17 14:40:00"
"203","2020-11-14","1","2019-12-17 14:40:19","2019-12-17 14:40:19"
"204","2020-12-05","1","2019-12-17 14:40:39","2019-12-17 14:40:39"
"205","2020-12-30","1","2019-12-17 14:40:54","2019-12-17 14:40:54"
"206","2020-12-31","1","2019-12-17 14:41:02","2019-12-17 14:41:02"
"207","2021-01-02","1","2020-12-19 09:13:26","2020-12-19 09:13:26"
"208","2021-01-23","1","2020-12-19 09:13:44","2020-12-19 09:13:44"
"209","2021-02-06","1","2020-12-19 09:13:55","2020-12-19 09:13:55"
"210","2021-03-27","1","2020-12-19 09:14:04","2020-12-19 09:14:04"
"211","2021-04-10","1","2020-12-19 09:14:13","2020-12-19 09:14:13"
"212","2021-05-29","1","2020-12-19 09:14:22","2020-12-19 09:14:22"
"213","2021-06-12","1","2020-12-19 09:14:34","2020-12-19 09:14:34"
"214","2021-07-31","1","2020-12-19 09:14:41","2020-12-19 09:14:41"
"215","2021-08-12","1","2020-12-19 09:14:49","2020-12-19 09:14:49"
"216","2021-08-13","1","2020-12-19 09:14:52","2020-12-19 09:14:52"
"217","2021-08-14","1","2020-12-19 09:14:54","2020-12-19 09:14:54"
"218","2021-08-21","1","2020-12-19 09:15:01","2020-12-19 09:15:01"
"219","2021-09-04","1","2020-12-19 09:15:10","2020-12-19 09:15:10"
"220","2021-10-02","1","2020-12-19 09:15:17","2020-12-19 09:15:17"
"221","2021-10-23","1","2020-12-19 09:15:26","2020-12-19 09:15:26"
"222","2021-11-06","1","2020-12-19 09:15:39","2020-12-19 09:15:39"
"223","2021-12-04","1","2020-12-19 09:15:45","2020-12-19 09:15:45"
"224","2021-12-30","1","2020-12-19 09:15:51","2020-12-19 09:15:51"
"225","2021-12-31","1","2020-12-19 09:15:55","2020-12-19 09:15:55"
"226","2021-07-22","1","2021-08-10 14:55:39","2021-08-10 14:55:39"
"227","2022-01-29","1","2022-01-05 08:53:17","2022-01-05 08:53:17"
"228","2022-02-19","1","2022-01-05 08:54:03","2022-01-05 08:54:10"
"229","2022-03-19","1","2022-01-05 08:55:40","2022-01-05 08:55:40"
"230","2022-04-16","1","2022-01-05 08:56:13","2022-01-05 08:56:13"
"231","2022-05-28","1","2022-01-05 08:56:43","2022-01-05 08:56:43"
"232","2022-06-11","1","2022-01-05 08:57:36","2022-01-05 08:57:36"
"233","2022-06-25","1","2022-01-05 08:57:41","2022-01-05 08:57:41"
"234","2022-07-09","1","2022-01-05 08:58:22","2022-01-05 08:58:22"
"235","2022-08-13","1","2022-01-05 08:58:44","2022-01-05 08:58:44"
"236","2022-08-15","1","2022-01-05 08:58:51","2022-01-05 08:58:51"
"237","2022-08-16","1","2022-01-05 08:58:55","2022-01-05 08:58:55"
"238","2022-09-17","1","2022-01-05 09:00:14","2022-01-05 09:00:14"
"239","2022-10-29","1","2022-01-05 09:00:31","2022-01-05 09:00:31"
"240","2022-11-12","1","2022-01-05 09:02:32","2022-01-05 09:02:32"
"241","2022-12-10","1","2022-01-05 09:02:41","2022-01-05 09:02:41"
"242","2022-12-30","1","2022-01-05 09:02:49","2022-01-05 09:02:49"
"243","2022-12-31","1","2022-01-05 09:02:52","2022-01-05 09:02:52"
"244","2023-01-04","1","2023-02-18 08:08:59","2023-02-18 08:08:59"
"245","2023-02-25","1","2023-02-18 08:09:15","2023-02-18 08:09:15"
"246","2023-03-25","1","2023-02-18 08:09:23","2023-02-18 08:09:23"
"247","2023-04-08","1","2023-02-18 08:09:31","2023-02-18 08:09:31"
"250","2023-06-17","1","2023-02-18 08:09:55","2023-02-18 08:09:55"
"251","2023-07-29","1","2023-02-18 08:10:31","2023-02-18 08:10:31"
"252","2023-08-14","1","2023-02-18 08:10:41","2023-02-18 08:10:41"
"253","2023-08-15","1","2023-02-18 08:10:45","2023-02-18 08:10:45"
"254","2023-08-16","1","2023-02-18 08:10:49","2023-02-18 08:10:49"
"255","2023-09-30","1","2023-02-18 08:11:00","2023-02-18 08:11:00"
"256","2023-10-14","1","2023-02-18 08:11:08","2023-02-18 08:11:08"
"257","2023-11-25","1","2023-02-18 08:11:17","2023-02-18 08:11:17"
"258","2023-12-09","1","2023-02-18 08:11:26","2023-02-18 08:11:26"
"259","2023-12-30","1","2023-02-18 08:11:31","2023-02-18 08:11:31"
